CODIGO	DIAGNOSTIC
X184	CONTACTO EN CALLES Y CARRETERAS CON OTROS METALES CALIENTES
X185	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON OTROS METALES CALIENTES
X186	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON OTROS METALES CALIENTES
X187	CONTACTO EN GRANJA CON OTROS METALES CALIENTES
X188	CONTACTO EN OTRO LUGAR ESPECIFICADO CON OTROS METALES CALIENTES
X189	CONTACTO EN LUGAR NO ESPECIFICADO CON OTROS METALES CALIENTES
X19	CONTACTO CON OTRAS SUBSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X190	CONTACTO EN VIVIENDA CON OTRAS SUSTACIAS CALIENTESY LAS NO ESPECIFICADAS
X191	CONTACTO EN INSTITUCION RESIDENCIAL CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X192	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS CON OTRAS SUSTANCIAS CALIENTES Y LAS NO"
X193	CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON OTRASSUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X194	CONTACTO EN CALLES Y CARRETERAS CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X195	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X196	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICAD
X197	CONTACTO EN GRANJA CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X198	CONTACTO EN OTRO LUGAR ESPECIFICADO CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X199	CONTACTO EN LUGAR NO ESPECIFICADO CON OTRAS SUSTANCIAS CALIENTES Y LAS NO ESPECIFICADAS
X20	CONTACTO TRAUMA.CON SERPIENTES/LAGARTOS VENENOSOS
X200	CONTACTO TRAUMA.EN VIVIENDA CON SERPIENTES/LAGARTOS VENENOSOS
X201	CONTACTO TRAUMA.EN INSTITU.RESIDENCIAL CON SERPIENTES Y LAGARTOS VENENOSOS
X202	"CONTACTO TRAUMA.EN ESCUELAS,OTRAS INSTI.Y AREAS ADMINI.PUBLICAS CON SERPIENTES Y LAGARTOS VENENOSOS"
X203	CONTACTO TRAUMA.AREAS DE DEPORTE/ATLETI.CON SERPIENTES Y LAGARTOS VENENOSOS
X204	CONTACTO TRAUMA.EN CALLES/CARRETERAS CON SERPIENTES  Y LAGARTOS VENENOSOS
X205	CONTACTO TRAUMA.EN COMER./AREA DE SERVI.CON SERPIENTES  Y LAGARTOS VENENOSOS
X206	CONTACTO TRAUMA.EN AREA INDUS.Y DE LA CONST.CON SERPIENTES Y LAGARTOS VENENOSOS
X207	CONTACTO TRAUMA.EN GRANJA CON SERPIENTES/LAGARTOS VENENOSOS
X208	CONTACTO TRAUMA.EN OTRO LUGAR ESPECI.CON SERPIENTES Y LAGARTOS VENENOSOS
X209	CONTACTO TRAUMA.EN LUGAR NO ESPECI.CON SERPIENTES Y LAGARTOS VENENOSOS
X21	CONTACTO TRAUMATICO CON ARA#AS VENENOSAS
X210	CONTACTO TRAUMATICO EN VIVIENDA CON ARA#AS VENENOSAS
X211	CONTACTO TRAUMA.EN INSTITU.RESIDENCIAL CON ARA#AS VENENOSAS
X212	"CONTACTO TRAUMA.EN ESCUELAS,OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVA PUBLICA CON ARA#AS VENENOSAS"
X213	CONTACTO TRAUMA.EN AREAS DE DEPORTE/ATLETISMO CON ARA#AS VENENOSAS
X214	CONTACTO TRAUMA.EN CALLES/CARRETERAS CON ARA#AS VENENOSAS
X215	CONTACTO TRAUMA.EN COMERCIO/AREA DE SERVICIO CON ARA#AS VENENOSAS
X216	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON ARA#AS VENENOSAS
X217	CONTACTO TRAUMATICO EN GRANJA CON ARA#AS VENENOSAS
X218	CONTACTO TRAUMA.EN OTRO LUGAR ESPECI.CON ARA#AS VENENOSAS
X219	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON ARA#AS VENENOSAS
X22	CONTACTO TRAUMATICO CON ESCORPION
X220	CONTACTO TRAUMATICO EN VIVIENDA CON ESCORPION
X221	CONTACTO TRAUMA.EN INSTITU.RESIDENCI.CON ESCORPION
X222	"CONTACTO TRAUMATICO EN ESCUELAS, OTRAS INSTIT.Y AREAS ADMINISTRATIVAS PUBLICAS CON ESCORPION"
X223	CONTACTO TRAUMATICO EN AREAS DE DEPORTE Y ATLETISMO CON ESCORPION
X224	CONTACTO TRAUMATICO EN CALLES Y CARRETERAS CON ESCORPION
X225	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON ESCORPION
X226	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON ESCORPION
X227	CONTACTO TRAUMATICO EN GRANJA CON ESCORPION
X228	CONTACTO TRAUMA.EN OTRO LUGAR ESPECIFICADO CON ESCORPION
X229	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON ESCORPION
X23	CONTACTO TRAUMATICO CON AVISPONES/AVISPAS/ABEJAS
X230	CONTACTO TRAUMA.EN VIVIENDA CON AVISPONES/AVISPAS/ABEJAS
X231	CONTACTO TRAUMA.EN INSTITUCION RESIDENCIAL CON AVISPONES/AVISPAS/ABEJAS
X232	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITUCIONES YAREAS ADMINI.PUBLICAS CON AVISPONES/AVISPAS/ABEJA"
X233	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON AVISPONES/AVISPAS/ABEJAS
X234	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON AVISPONES/AVISPAS/ABEJAS
X235	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON AVISPONES/AVISPAS/ABEJAS
X236	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON AVISPONES/AVISPAS/ABEJAS
X237	CONTACTO TRAUMA.EN GRANJA CON AVISPONES/AVISPAS/ABEJAS
X238	CONTACTO TRAUMATICO EN OTRO LUGAR ESPECIFICADO CONAVISPONES/AVISPAS/ABEJAS
X239	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON AVISPONES/AVISPAS/ABEJAS
X24	CONTACTO TRAUMA.CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X240	CONTACTO EN VIVIENDA CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X241	CONTACTO TRAUMA.EN INSTITUCION RESIDENCIAL CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X242	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITUCIONES YAREAS ADMINI.PUBLICAS CON CENTIPODOS/MIRIAPODOS VE"
X243	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X244	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X245	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON CENTIPODOS MIRIAPODOS VENENOSOS (TROPICALES)
X246	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICA
X247	CONTACTO TRAUMA.EN GRANJA CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X248	CONTACTO TRAUMA.EN OTRO LUGAR ESPECIFICADO CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X249	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON CENTIPODOS/MIRIAPODOS VENENOSOS (TROPICALES)
X25	CONTACTO TRAUMA.CON OTROS ARTROPODOS VENENOSOS ESPESIFICADOS
X250	CONTACTO TRAUMA.EN VIVIENDA CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X251	CONTACTO TRAUMA.EN INSTITUCION RESIDENCIAL CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X252	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITUCIONES YADMINI.PUBLICAS CON OTROS ARTROPODOS VENENOSOS ESP"
X253	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X254	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X255	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X256	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRU.CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X257	CONTACTO TRAUMA.EN GRANJA CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X258	CONTACTO TRAUAM.EN OTRO LUGAR ESPECIFICADO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X259	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X26	CONTACTO TRAUMA.CON ANIMALES/PLANTAS MARINAS VENENOSOS
X260	CONTACTO TRAUMA.EN VIVIENDA CON ANIMALES/PLANTAS MARINAS VENENOSOS
X261	CONTACTO TRAUMA.EN INSTITU.RESIDENCIAL CON ANIMALES/PLANTAS MARINAS VENENOSOS
X262	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITU.Y AREASADMINI.PUBLICAS CON ANIMALES/PLANTAS MARINAS VENEN"
X263	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON ANIMALES/PLANTAS MARINAS VENENOSOS
X264	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON ANIMALES/PLANTAS VENENOSOS
X265	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON ANIMALES/PLANTAS VENENOSOS
X266	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRU.CON ANIMALES/PLANTAS MARINAS VENENOSOS
X267	CONTACTO TRAUMA.EN GRANJA CON ANIMALES/PLANTAS MARINAS VENENOSOS
X268	CONTACTO TRAUMA.EN OTRO LUGAR ESPECIFICADO CON ANIMALES/PLANTAS MARINAS VENENOSOS
X269	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON ANIMALES/PLANTAS MARINAS VENENOSOS
X27	CONTACTO TRAUMA.CON OTROS ANIMALES VENENOSOS ESPECIFICADAS
X270	CONTACTO TRAUMA.EN VIVIENDA CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X271	CONTACTO TRAUMA.EN INSTITUCION RESIDENCIAL CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X272	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITUCIONES YADMINI.PUBLICAS CON OTROS ANIMALES VENENOSOS ESPEC"
X273	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X274	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X275	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X276	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X277	CONTACTO TRAUMA.EN GRANJA CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X278	CONTACTO TRAUMA.EN OTRO LUGAR ESPECIFICADO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X279	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON OTROSANIMALES VENENOSOS ESPECIFICADOS
X28	CONTACTO TRAUMA.CON OTRAS PLANTAS VENENOSAS ESPECICADAS
X280	CONTACTO TRAUMA.EN VIVIENDA CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X281	CONTACTO TRAUMA.EN INSTITUCION RESIDENCIAL CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X282	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITU.Y AREASADMINI.PUBLICAS CON OTRAS PLANTAS VENENOSAS ESPECI"
X283	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X284	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X285	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X286	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X287	CONTACTO TRAUMA.EN GRANJA CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X288	CONTACTO TRAUMA.EN OTRO LUGAR ESPECIFICADO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X289	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X29	CONTACTO TRAUMA.CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X290	CONTACTO TRAUMA EN VIVIENDA CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X291	CONTACTO TRAUMA.EN INSTITUCION RESIDENCIAL CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X292	"CONTACTO TRAUMA.EN ESCUELAS, OTRAS INSTITUCIONES YAREAS ADMINI.PUBLICAS CON PLANTAS/ANIMALES VENENOS"
X293	CONTACTO TRAUMA.EN AREAS DE DEPORTE Y ATLETISMO CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X294	CONTACTO TRAUMA.EN CALLES Y CARRETERAS CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X295	CONTACTO TRAUMA.EN COMERCIO Y AREA DE SERVICIOS CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X296	CONTACTO TRAUMA.EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICA
X297	CONTACTO TRAUMA.EN GRANJA CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X298	CONTACTO TRAUMA.EN OTRO LUGAR ESPECIFICADO CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X299	CONTACTO TRAUMA.EN LUGAR NO ESPECIFICADO CON ANIMALES/PLANTAS VENENOSOS NO ESPECIFICADOS
X30	EXPOSICION AL CALOR NATURAL EXCESIVO
X300	EXPOSICION EN VIVIENDA AL CALOR NATURAL EXCESIVO
X301	EXPOSICION EN INSTITUCION RESIDENCIAL AL CALOR NATURAL EXCESIVO
X302	"EXPOSICION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS AL CALOR NATURAL EXCESIVO"
X303	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO AL CALOR NATURAL EXCESIVO
X304	EXPOSICION EN CALLES Y CARRETERAS AL CALOR NATURAL EXCESIVO
X305	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS AL CALOR NATURAL EXCESIVO
X306	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION AL CALOR NATURAL EXCESIVO
X307	EXPOSICION EN GRANJA AL CALOR NATURAL EXCESIVO
X308	EXPOSICION EN OTRO LUGAR ESPECIFICADO AL CALOR NATURAL EXCESIVO
X309	EXPOSICION EN LUGAR NO ESPECIFICADO AL CALOR NATURAL EXCESIVO
X31	EXPOSICION AL FRIO NATURAL EXCESIVO
X310	EXPOSICION EN VIVIENDA AL FRIO NATUTAL EXCESIVO
X311	EXPOSICION EN INSTITUCION RESIDENCIAL AL FRIO NATURAL EXCESIVO
X312	"EXPOSICION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS AL FRIO NATURAL EXCESIVO"
X313	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO AL FRIO NATURAL EXCESIVO
X314	EXPOSICION EN CALLES Y CARRETERAS AL FRIO NATURAL EXCESIVO
X315	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS AL FRIO NATURAL EXCESIVO
X316	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION AL FRIO NATURAL EXCESIVO
X317	EXPOSICION EN GRANJA AL FRIO NATURAL EXCESIVO
X318	EXPOSICION EN OTRO LUGAR ESPECIFICADO AL FRIO NATURAL EXCESIVO
X319	EXPOSICION EN LUGAR NO ESPECIFICADO AL FRIO NATURAL EXCESIVO
X32	EXPOSICION A RAYOS SOLARES
X320	EXPOSICION EN VIVIENDA A RAYOS SOLARES
X321	EXPOSICION EN INSTITUCION RESIDENCIAL A RAYOS SOLARES
X322	"EXPOSICION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS A RAYOS SOLARES"
X323	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A RAYOS SOLARES
X324	EXPOSICION EN CALLES Y CARRETERAS A RAYOS SOLARES
X325	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A RAYOS SOLARES
X326	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION A RAYOS SOLARES
X327	EXPOSICION EN GRANJA A RAYOS SOLARES
X328	EXPOSICION EN OTRO LUGAR ESPECIFICADO A RAYOS SOLARES
X329	EXPOSICION EN LUGAR NO ESPECIFICADO A RAYOS SOLARES
X33	VICTIMA DE RAYO
X330	VICTIMA DE RAYO EN VIVIENDA
X331	VICTIMA DE RAYO EN INSTITUCION RESIDENCIAL
X332	"VICTIMA DE RAYO EN ESCUELAS, OTRAS INSTITUCIONES YAREAS ADMINISTRATIVAS PUBLICAS"
X333	VICTIMA DE RAYO EN AREAS DE DEPORTE Y ATLETISMO
X334	VICTIMA DE RAYO EN CALLES Y CARRETERAS
X335	VICTIMA DE RAYO EN COMERCIO Y AREA DE SERVICIOS
X336	VICTIMA DE RAYO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
X337	VICTIMA DE RAYO EN GRANJA
X338	VICTIMA DE RAYO EN OTRO LUGAR ESPECIFICADO
X339	VICTIMA DE RAYO EN LUGAR NO ESPECIFICADO
X34	VICTIMA DE TERREMOTO
X340	VICTIMA DE TERREMOTO EN VIVIENDA
X341	VICTIMA DE TERREMOTO EN INSTITUCION RESIDENCIAL
X342	"VICTIMA DE TERREMOTO EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
X343	VICTIMA DE TERREMOTOS EN AREAS DE DEPORTE Y ATLETISMO
X344	VICTIMA DE TERREMOTO EN CALLES Y CARRETERAS
X345	VICTIMA DE TERREMOTO EN COMERCIO Y AREA DE SERVICIOS
X346	VICTIMA DE TERREMOTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
X347	VICTIMA DE TERREMOTO EN GRANJA
X348	VICTIMA DE TERREMOTO EN OTRO LUGAR ESPECIFICADO
X349	VICTIMA DE TERREMOTO EN LUGAR NO ESPECIFICADO
X35	VICTIMA DE ERUPCION VOLCANICA
X350	VICTIMA DE ERUPCION VOLCANICA EN VIVIENDA
X351	VICTIMA DE ERUPCION VOLCANICA EN INSTITUCION RESIDENCIAL
X352	"VICTIMA DE ERUPCION VOLCANICA EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS"
X353	VICTIMA DE ERUPCION VOLCANICA EN AREAS DE DEPORTE Y ATLETISMO
X354	VICTIMA DE ERUPCION VOLCANICA EN CALLES Y CARRETERAS
X355	VICTIMA DE ERUPCION VOLCANICA EN COMERCIO Y AREA DE SERVICIOS
X356	VICTIMA DE ERUPCION VOLCANICA EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
X357	VICTIMA DE ERUPCION VOLCANICA EN GRANJA
X358	VICTIMA DE ERUPCION VOLCANICA EN OTRO LUGAR ESPECIFICADO
X359	VICTIMA DE ERUPCION VOLCANICA EN LUGAR NO ESPECIFICADA
X36	"VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X360	"VICTIMA EN VIVIENDA DE AVALANCHA, DERRUMBE Y OTROSMOVIMIENTOS DE TIERRA"
X361	"VICTIMA EN INSTITUCION RESIDENCIAL DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X362	"VICTIMA EN ESCUELAS, OTRAS INSTIT.Y AREAS ADM.PUBLICAS DE AVALANCHAS, DERRUMBES Y OTROS MOVIMIENTOS"
X363	"VINTIMAS EN AREAS DE DEPORTE Y ATLETISMO DE AVALANCHAS, DERRUMBES Y OTROS MOVIMIENTOS DE TIERRA"
X364	"VICTIMA EN CALLES Y CARRETERAS DE AVALANCHA, DERRUMBES Y OTROS MOVIMIENTOS DE TIERRA"
X365	"VICTIMA EN COMERCIO Y AREA DE SERVICIOS DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X366	"VICTIMA EN AREA INDUSTRIAL Y DE LA CONSTRUCCION DEAVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X367	"VICTIMA EN GRANJA DE AVALANCHAS, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X368	"VICTIMA EN OTRO LUGAR ESPECIFICADO DE AVALANCHAS, DERRUMBES Y OTROS MOVIMIENTOS DE TIERRA"
X369	"VICTIMA EN LUGAR NO ESPECIFICADO DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X37	VICTIMA DE TORMENTA CATACLISMICA
X370	VICTIMA EN VIVIENDA DE TORMENTA CATACLISMICA
X371	VICTIMA EN INSTITUCION RESIDENCIAL DE TORMENTA CATACLISMICA
X372	"VICTIMA EN ESCUELAS, OTRAS INSTIT.Y AREAS ADM.PUBLICAS DE TORMENTA CATACLISMICA"
X373	VICTIMA EN AREAS DE DEPORTE Y ATLETISMO DE TORMENTA CATACLISMICA
X374	VICTIMA EN CALLES Y CARRETERAS DE TORMENTA CATACLISMICA
X375	VICTIMA EN COMERCIO Y AREA DE SERVICIOS DE TORMENTA CATACLISMICA
X376	VICTIMA EN AREA INDUSTRIAL Y DE LA CONSTRUCCION DE TORMENTA CATACLISMICA
X377	VICTIMA EN GRANJA DE TORMENTA CATACLISMICA
X378	VICTIMA EN OTRO LUGAR ESPECIFICADO DE TORMENTA CATACLISMICA
X379	VICTIMA EN LUGAR NO ESPECIFICADO DE TORMENTA CATACLISMICA
X38	VICTIMA DE INUNDACION
X380	VICTIMA EN VIVIENDA DE INUNDACION
X381	VICTIMA EN INSTITUCION RESIDENCIAL DE INUNDACION
X382	"VICTIMA EN ESCUELAS, OTRAS INSTIT.Y AREAS ADM.PUBLICAS DE INUNDACION"
X383	VICTIMAS EN AREAS DE DEPORTE Y ATLETISMO DE INUNDACION
X384	VICTIMA EN CALLES Y CARRETERAS DE INUNDACION
X385	VICTIMA EN COMERCIO Y AREA DE SERVICIOS DE INUNDACION
X386	VICTIMA EN AREA INDUSTRIAL Y DE LA CONSTRUCCION DE INUNDACION
X387	VICTIMA EN GRANJA DE INUNDACION
X388	VICTIMA EN OTRO LUGAR ESPECIFICADO DE INUNDACION
X389	VICTIMA EN LUGAR NO ESPECIFICADO DE INUNDACION
X39	"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LASNO ESPECIFICADAS"
X390	"EXPOSICION EN VIVIENDA A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X391	"EXPOSICION EN INSTITUCION RESIDENCIAL A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X392	"EXPOSICION EN ESCUELAS, OTRAS INSTI.Y AREAS ADM.PUBLICAS A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO"
X393	"EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X394	"EXPOSICION EN CALLES Y CARRETERAS A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X395	"EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X396	"EXPOSICION EN AREA INDUSTR.Y DE LA CONSTRUCCION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFIC"
X397	"EXPOSICION EN GRANJA A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X398	"EXPOSICION EN OTRO LUGAR ESPECIFICADO A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X399	"EXPOSICION EN LUGAR NO ESPECIFICADO DE OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS"
X40	"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMAT"
X400	"ENVENENAMIENTO ACCIDENTAL EN VIVIENDA POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y"
X401	"ENVENENAMIENTO ACCIDENTAL EN INSTIT.RESIDE.POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETIC"
X402	"ENVENENAMIENTO ACCI.EN ESCUELAS, OTRAS INST.Y AREAS ADM.PUBLICAS POR, Y EXPOSICION A ANALGESICOS NO"
X403	"ENVENENAMIENTO ACCI.EN AREAS DE DEPORTE Y ATLETISMO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, A"
X404	"ENVENENAMIENTO ACCI.EN CALLES Y CARRETERAS POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETI"
X405	"ENVENENAMIENTO ACCI.EN COMERCIO Y AREA DE SERV.POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPI"
X406	"ENVENENAMIENTO ACCI.EN AREA INDUST.Y DE LA CONSTR.POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANT"
X407	"ENVENENAMIENTO ACCI.EN GRANJA POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRRE"
X408	"ENVENENAMIENTO ACCI.EN OTRO LUGAR ESPECIFICADO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPI"
X409	"ENVENENAMIENTO ACCI.EN LUGAR NO ESPECIFICADO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRE"
X41	"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARK"
X410	"ENVENENAMIENTO ACCI.EN VIVIENDA POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, AN"
X411	"ENVENENAMIENTI ACCI.EN INSTIT.RESIDE.POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICA"
